Date,Open,High,Low,Close
2023-01-26,4031,4077,4027.25,4075.5
2023-01-27,4065,4109.25,4057.25,4084.25
2023-01-30,4077,4086,4029.5,4032.5
2023-01-31,4039.25,4091.25,4007.5,4090
2023-02-01,4085.75,4163.25,4048.5,4132.25
2023-02-02,4145.5,4208.5,4136.75,4191.5
2023-02-03,4176,4194,4132.5,4147.75
2023-02-06,4134.25,4143,4104,4123.5
2023-02-07,4123.5,4188.25,4098.25,4175.75
2023-02-08,4167.25,4179.25,4121.25,4130.5
2023-02-09,4132.25,4170.25,4078.25,4091.75
2023-02-10,4098,4104.25,4060.75,4099.75
2023-02-13,4105,4150.75,4078.75,4147.25
2023-02-14,4149.75,4186.5,4103.75,4145.5
2023-02-15,4141.25,4161.75,4113,4158.25
2023-02-16,4159,4168.5,4095,4099.75
2023-02-17,4095.5,4096,4055.75,4087.5
2023-02-21,4076,4077.75,4002,4005.75
2023-02-22,4007.5,4025,3983.75,3999
2023-02-23,4010,4034.25,3974.25,4018.75
2023-02-24,4015.25,4023.25,3947.5,3975.75
2023-02-27,3976.5,4024.75,3973,3988
2023-02-28,3991.5,4003.75,3965,3975.5
2023-03-01,3968.5,3991,3943,3956.5
2023-03-02,3959.75,3995.25,3925,3984.75
2023-03-03,3983,4053,3974,4049.75
2023-03-06,4049.25,4082.5,4041.75,4052.5
2023-03-07,4053.75,4064.5,3982.5,3989.75
2023-03-08,3990,4003.25,3971.5,3995
2023-03-09,3997,4019.75,3909.5,3920
2023-03-10,3919,3941.75,3846.25,3862.75
2023-03-13,3920.5,3971.5,3839.25,3888.75
2023-03-14,3897.25,3972.5,3885,3954.25
2023-03-15,3953.75,3964,3865,3925
2023-03-16,3924.75,4000,3895,3994.5
2023-03-17,3995,4009.25,3932.5,3947
2023-03-20,3963.75,3989.5,3897.25,3983
2023-03-21,3986.5,4043.25,3981.75,4035.75
2023-03-22,4038.75,4073.75,3966.25,3970.5
2023-03-23,3972.75,4039.5,3948.5,3978
2023-03-24,3988.75,4010.75,3937,4001.25
2023-03-27,4008,4034.25,3997.5,4007.25
2023-03-28,4013.5,4023.75,3980.75,4001.5
2023-03-29,4006.5,4061.25,4006,4057.5
2023-03-30,4058,4087.75,4052.5,4080
2023-03-31,4081,4142.5,4078,4137.75
2023-04-03,4127,4157.75,4122.75,4153.75
2023-04-04,4152.5,4171.75,4115.25,4129
2023-04-05,4134,4135.5,4099,4117.25
2023-04-06,4113.75,4135.25,4096.5,4132
2023-04-10,4139,4143,4098.75,4136.25
2023-04-11,4138.5,4151.75,4128.75,4136.5
2023-04-12,4137.5,4177.75,4113.5,4119
2023-04-13,4117.5,4177,4110.25,4172.75
2023-04-14,4168.75,4189,4138,4163.75
2023-04-17,4174.25,4180.5,4148,4176.75
2023-04-18,4177,4198.25,4164.5,4180
2023-04-19,4176,4187.5,4150.5,4178.5
2023-04-20,4172.25,4173.5,4137,4152.5
2023-04-21,4153.75,4161,4135.25,4156.75
2023-04-24,4150,4164.25,4133.5,4159.5
2023-04-25,4157.25,4158.5,4091.5,4093.25
2023-04-26,4110.25,4116.25,4068.75,4076
2023-04-27,4085.5,4166.5,4080.75,4153.75
2023-04-28,4151,4193.75,4131.5,4188.5
2023-05-01,4190,4206.25,4178.5,4185.75
2023-05-02,4179.5,4191.5,4105.5,4136.75
2023-05-03,4133.25,4167,4095,4107.5
2023-05-04,4087,4118,4062.25,4075.75
2023-05-05,4077.25,4163.25,4076.75,4150.25
2023-05-08,4151,4161,4137.5,4152.75
2023-05-09,4150.5,4153,4131,4134
2023-05-10,4133,4173.25,4112.25,4152
2023-05-11,4152.75,4168.5,4121.5,4143.75
2023-05-12,4144.5,4164.5,4111.75,4138
2023-05-15,4132.25,4156.25,4123,4150
2023-05-16,4148.25,4151.5,4120,4123
2023-05-17,4126,4179,4122,4171.5
2023-05-18,4171.25,4215.75,4161.25,4212
2023-05-19,4215.5,4227.25,4191.5,4204.75
2023-05-22,4189,4221.75,4186.5,4205
2023-05-23,4207.5,4222.75,4153,4158.75
2023-05-24,4158,4166.25,4114,4126
2023-05-25,4157,4175.5,4131.5,4159.75
2023-05-26,4157,4221.25,4146,4213.25
2023-05-30,4224,4243,4200,4215
2023-05-31,4213,4217.75,4174,4190.5
2023-06-01,4188.5,4239.75,4178,4228
2023-06-02,4231.75,4297.75,4229,4288
2023-06-05,4288,4305.75,4273,4281
2023-06-06,4279.75,4294.75,4268.5,4289.75
2023-06-07,4292.25,4304.75,4269.25,4274.25
2023-06-08,4273.25,4302.5,4262.75,4298.25
2023-06-09,4297.75,4325.5,4284,4304.75
2023-06-12,4349.75,4391.25,4348.75,4388
2023-06-13,4389.75,4423.25,4381.75,4416.75
2023-06-14,4417.25,4439.5,4383.5,4418.5
2023-06-15,4422.75,4485.5,4393.75,4471.25
2023-06-16,4469,4493.75,4451,4453.75
2023-06-20,4449,4451,4410.5,4434.75
2023-06-21,4430.25,4438.5,4403.5,4409.25
2023-06-22,4410,4427,4393,4423.75
2023-06-23,4425.75,4426.25,4381.5,4389
2023-06-26,4390,4403,4368.5,4370.25
2023-06-27,4375.75,4424.75,4371.5,4418.75
2023-06-28,4414,4430.25,4399.25,4417.5
2023-06-29,4423.75,4438,4409.75,4435.75
2023-06-30,4435.25,4498,4433,4488.25
2023-07-03,4485.5,4494,4479.5,4492.25
2023-07-05,4490,4492.75,4466.25,4483.75
2023-07-06,4481.75,4483.5,4419.5,4447
2023-07-07,4441.25,4476,4431.5,4434
2023-07-10,4437.5,4448.25,4411.25,4444.25
2023-07-11,4445.75,4478.5,4439,4473.5
2023-07-12,4471,4523.75,4470,4507.5
2023-07-13,4510.5,4551.5,4509.25,4543.5
2023-07-14,4539.5,4560.5,4531,4536.75
2023-07-17,4536,4565.75,4528,4553.75
2023-07-18,4550.25,4594.5,4544.75,4587.75
2023-07-19,4582.75,4609.25,4582.25,4597
2023-07-20,4593.25,4594.25,4557.25,4565.5
2023-07-21,4566.25,4590,4561.75,4564.75
2023-07-24,4564.25,4592.5,4560,4583.5
2023-07-25,4584.5,4608.75,4579.25,4596
2023-07-26,4604.75,4610.75,4573.75,4595.25
2023-07-27,4594.75,4634.5,4553.75,4564.25
2023-07-28,4566,4616.5,4558,4606.5
2023-07-31,4608.75,4619.25,4595.25,4614.5
2023-08-01,4617.75,4621.75,4591,4601.25
2023-08-02,4580,4593.5,4527.75,4537.25
2023-08-03,4534.25,4547.5,4505.75,4521.75
2023-08-04,4523.5,4560.75,4493.75,4498
