Date,Open,High,Low,Close
2021-03-05,4138.5,4151.75,4128.75,4136.5
2021-03-06,4137.5,4177.75,4113.5,4119
2021-03-07,4117.5,4177,4110.25,4172.75
2021-03-08,4168.75,4189,4138,4163.75
2021-03-09,4174.25,4180.5,4148,4176.75
2021-03-10,4177,4198.25,4164.5,4180
2021-03-11,4176,4187.5,4150.5,4178.5
2021-03-12,4172.25,4173.5,4137,4152.5
2021-03-13,4153.75,4161,4135.25,4156.75
2021-03-14,4150,4164.25,4133.5,4159.5
2021-03-15,4157.25,4158.5,4091.5,4093.25
2021-03-16,4110.25,4116.25,4068.75,4076
2021-03-17,4085.5,4166.5,4080.75,4153.75
2021-03-18,4151,4193.75,4131.5,4188.5
2021-03-19,4190,4206.25,4178.5,4185.75
2021-03-20,4179.5,4191.5,4105.5,4136.75
2021-03-21,4133.25,4167,4095,4107.5
2021-03-22,4087,4118,4062.25,4075.75
2021-03-23,4077.25,4163.25,4076.75,4150.25
2021-03-24,4151,4161,4137.5,4152.75
2021-03-25,4150.5,4153,4131,4134
2021-03-26,4133,4173.25,4112.25,4152
2021-03-27,4152.75,4168.5,4121.5,4143.75
2021-03-28,4144.5,4164.5,4111.75,4138
2021-03-29,4132.25,4156.25,4123,4150
2021-03-30,4148.25,4151.5,4120,4123
2021-03-31,4126,4179,4122,4171.5
2021-04-01,4171.25,4215.75,4161.25,4212
2021-04-02,4215.5,4227.25,4191.5,4204.75
2021-04-03,4189,4221.75,4186.5,4205
2021-04-04,4207.5,4222.75,4153,4158.75
2021-04-05,4158,4166.25,4114,4126
2021-04-06,4157,4175.5,4131.5,4159.75
2021-04-07,4157,4221.25,4146,4213.25
2021-04-08,4238.5,4238.5,4229.75,4230.75
2021-04-09,4230.5,4234.25,4220.25,4222.25
2021-04-10,4239.75,4243.25,4200,4215
2021-04-11,4213,4217.75,4174,4190.5
2021-04-12,4188.5,4239.75,4178,4228
2021-04-13,4231.75,4297.75,4229,4288
2021-04-14,4288,4305.75,4273,4281
2021-04-15,4279.75,4294.75,4268.5,4289.75
2021-04-16,4292.25,4304.75,4269.25,4274.25
2021-04-17,4316,4346,4305.75,4341.75
2021-04-18,4341.75,4369.5,4327.5,4348.75
2021-04-19,4349.75,4391.25,4348.75,4388
2021-04-20,4345,4377.75,4335.75,4371.75
2021-04-21,4372,4394.75,4339.75,4374.25
2021-04-22,4378.75,4441,4350,4426.5
2021-04-23,4424.75,4453.25,4415.25,4453.35
2021-04-24,4457.25,4460.25,4443.25,4446.75
2021-04-25,4458,4462,4410.5,4434.75
2021-04-26,4430.25,4438.5,4403.5,4409.25
2021-04-27,4410,4427,4393,4423.75
2021-04-28,4425.75,4426.25,4381.5,4389
2021-04-29,4390,4403,4368.5,4370.25
2021-04-30,4375.75,4424.75,4371.5,4418.75
2021-05-01,4414,4430.25,4399.25,4417.5
2021-05-02,4423.75,4438,4409.75,4435.75
2021-05-03,4435.25,4498,4433,4488.25
2021-05-04,4485.5,4494,4479.5,4492.25
2021-05-05,4488,4493.75,4486.25,4489.25
2021-05-06,4492,4493.75,4466.25,4483.75
2021-05-07,4481.75,4483.5,4419.5,4447
2021-05-08,4441.25,4476,4431.5,4434
2021-05-09,4437.5,4448.25,4411.25,4444.25
2021-05-10,4445.75,4478.5,4439,4473.5
2021-05-11,4471,4523.75,4470,4507.5
2021-05-12,4510.5,4551.5,4509.25,4543.5
2021-05-13,4539.5,4560.5,4531,4536.75
2021-05-14,4536,4565.75,4528,4553.75
2021-05-15,4550.25,4594.5,4544.75,4587.75
2021-05-16,4582.75,4609.25,4582.25,4597
2021-05-17,4593.25,4594.25,4557.25,4565.5
2021-05-18,4566.25,4590,4561.75,4564.75
2021-05-19,4564,4564,4564,4564
2021-05-20,4564.25,4592.5,4560,4583.5
2021-05-21,4584.5,4608.75,4579.25,4596
2021-05-22,4604.75,4610.75,4573.75,4595.25
2021-05-23,4594.75,4634.5,4553.75,4564.25
2021-05-24,4566,4616.5,4558,4606.5
2021-05-25,4608.75,4619.25,4595.25,4614.5
2021-05-26,4617.75,4621.75,4591,4601.25
